State,Hour,Month,Predicted_Severity,Accident_Count,Correct_Preds,Prediction_Accuracy
IL,23,6,4.0,2,0,0.0
IL,23,7,1.0,4,1,0.25
IL,23,7,2.0,18,6,0.3333333333333333
IL,23,7,3.0,2,1,0.5
IL,23,7,4.0,2,0,0.0
IL,23,8,1.0,1,0,0.0
IL,23,8,2.0,23,5,0.21739130434782608
IL,23,8,3.0,3,1,0.3333333333333333
IL,23,8,4.0,1,0,0.0
IL,23,9,1.0,3,1,0.3333333333333333
IL,23,9,2.0,17,4,0.23529411764705882
IL,23,9,3.0,3,3,1.0
IL,23,9,4.0,1,1,1.0
IL,23,10,1.0,3,1,0.3333333333333333
IL,23,10,2.0,20,4,0.2
IL,23,10,3.0,1,0,0.0
IL,23,10,4.0,3,1,0.3333333333333333
IL,23,11,1.0,4,2,0.5
IL,23,11,2.0,22,8,0.36363636363636365
IL,23,11,3.0,4,2,0.5
IL,23,11,4.0,1,0,0.0
IL,23,12,1.0,3,0,0.0
IL,23,12,2.0,19,7,0.3684210526315789
IL,23,12,3.0,4,0,0.0
IL,23,12,4.0,1,0,0.0
IN,0,1,1.0,3,1,0.3333333333333333
IN,0,1,2.0,22,16,0.7272727272727273
IN,0,1,3.0,2,0,0.0
IN,0,2,1.0,3,1,0.3333333333333333
IN,0,2,2.0,26,9,0.34615384615384615
IN,0,2,3.0,3,1,0.3333333333333333
IN,0,3,1.0,2,1,0.5
IN,0,3,2.0,11,2,0.18181818181818182
IN,0,3,3.0,2,0,0.0
IN,0,3,4.0,1,0,0.0
IN,0,4,1.0,4,0,0.0
IN,0,4,2.0,16,4,0.25
IN,0,4,3.0,1,0,0.0
IN,0,5,1.0,2,0,0.0
IN,0,5,2.0,17,4,0.23529411764705882
IN,0,5,3.0,4,1,0.25
IN,0,6,1.0,3,0,0.0
IN,0,6,2.0,27,10,0.37037037037037035
IN,0,6,3.0,1,1,1.0
IN,0,6,4.0,1,0,0.0
IN,0,7,1.0,1,0,0.0
IN,0,7,2.0,21,5,0.23809523809523808
IN,0,7,3.0,3,0,0.0
IN,0,8,1.0,2,0,0.0
IN,0,8,2.0,14,5,0.35714285714285715
IN,0,8,3.0,3,0,0.0
IN,0,8,4.0,1,0,0.0
IN,0,9,1.0,3,1,0.3333333333333333
IN,0,9,2.0,20,10,0.5
IN,0,9,3.0,3,0,0.0
IN,0,10,1.0,1,0,0.0
IN,0,10,2.0,23,10,0.43478260869565216
IN,0,10,3.0,3,1,0.3333333333333333
IN,0,11,1.0,1,1,1.0
IN,0,11,2.0,17,4,0.23529411764705882
IN,0,11,3.0,1,0,0.0
IN,0,11,4.0,3,1,0.3333333333333333
IN,0,12,1.0,1,0,0.0
IN,0,12,2.0,17,7,0.4117647058823529
IN,0,12,3.0,2,1,0.5
IN,0,12,4.0,1,0,0.0
IN,1,1,1.0,2,1,0.5
IN,1,1,2.0,18,8,0.4444444444444444
IN,1,1,3.0,4,0,0.0
IN,1,1,4.0,1,0,0.0
IN,1,2,1.0,2,1,0.5
IN,1,2,2.0,29,15,0.5172413793103449
IN,1,2,3.0,2,0,0.0
IN,1,3,1.0,4,2,0.5
IN,1,3,2.0,17,3,0.17647058823529413
IN,1,3,3.0,3,1,0.3333333333333333
IN,1,3,4.0,4,2,0.5
IN,1,4,1.0,2,0,0.0
IN,1,4,2.0,19,3,0.15789473684210525
IN,1,4,3.0,1,0,0.0
IN,1,5,1.0,3,1,0.3333333333333333
IN,1,5,2.0,17,6,0.35294117647058826
IN,1,5,3.0,2,1,0.5
IN,1,6,1.0,1,1,1.0
IN,1,6,2.0,18,10,0.5555555555555556
IN,1,6,3.0,5,2,0.4
IN,1,6,4.0,2,0,0.0
IN,1,7,1.0,3,1,0.3333333333333333
IN,1,7,2.0,23,4,0.17391304347826086
IN,1,7,3.0,2,0,0.0
IN,1,7,4.0,1,0,0.0
IN,1,8,1.0,2,0,0.0
IN,1,8,2.0,20,7,0.35
IN,1,8,3.0,4,0,0.0
IN,1,8,4.0,1,0,0.0
IN,1,9,1.0,2,1,0.5
IN,1,9,2.0,20,6,0.3
IN,1,9,3.0,3,0,0.0
IN,1,9,4.0,1,0,0.0
IN,1,10,1.0,1,1,1.0
IN,1,10,2.0,23,9,0.391304347826087
IN,1,10,3.0,3,0,0.0
IN,1,10,4.0,2,0,0.0
IN,1,11,1.0,4,1,0.25
IN,1,11,2.0,16,5,0.3125
IN,1,11,3.0,6,1,0.16666666666666666
IN,1,11,4.0,1,0,0.0
IN,1,12,1.0,1,0,0.0
IN,1,12,2.0,22,11,0.5
IN,1,12,3.0,3,1,0.3333333333333333
IN,1,12,4.0,2,0,0.0
IN,2,1,1.0,3,0,0.0
IN,2,1,2.0,26,6,0.23076923076923078
IN,2,1,3.0,2,1,0.5
IN,2,2,1.0,2,0,0.0
IN,2,2,2.0,19,6,0.3157894736842105
IN,2,2,3.0,1,0,0.0
IN,2,2,4.0,1,0,0.0
IN,2,3,1.0,3,0,0.0
IN,2,3,2.0,21,7,0.3333333333333333
IN,2,3,3.0,2,0,0.0
IN,2,4,1.0,2,0,0.0
IN,2,4,2.0,18,6,0.3333333333333333
IN,2,4,3.0,5,1,0.2
IN,2,4,4.0,1,0,0.0
IN,2,5,1.0,1,1,1.0
IN,2,5,2.0,15,6,0.4
IN,2,5,3.0,3,1,0.3333333333333333
IN,2,6,1.0,4,1,0.25
IN,2,6,2.0,16,6,0.375
IN,2,6,3.0,1,0,0.0
IN,2,6,4.0,1,1,1.0
IN,2,7,2.0,6,3,0.5
IN,2,7,3.0,4,1,0.25
IN,2,8,1.0,5,2,0.4
IN,2,8,2.0,11,3,0.2727272727272727
IN,2,8,3.0,2,0,0.0
IN,2,8,4.0,1,0,0.0
IN,2,9,1.0,1,1,1.0
IN,2,9,2.0,15,5,0.3333333333333333
IN,2,9,3.0,3,1,0.3333333333333333
IN,2,9,4.0,1,0,0.0
IN,2,10,1.0,1,0,0.0
IN,2,10,2.0,25,10,0.4
IN,2,10,3.0,3,0,0.0
IN,2,10,4.0,3,0,0.0
IN,2,11,1.0,1,1,1.0
IN,2,11,2.0,15,6,0.4
IN,2,11,3.0,10,1,0.1
IN,2,12,1.0,1,0,0.0
IN,2,12,2.0,16,7,0.4375
IN,2,12,3.0,4,0,0.0
IN,2,12,4.0,1,0,0.0
IN,3,1,1.0,2,1,0.5
IN,3,1,2.0,20,12,0.6
IN,3,1,3.0,2,0,0.0
IN,3,2,1.0,4,0,0.0
IN,3,2,2.0,25,10,0.4
IN,3,2,3.0,3,1,0.3333333333333333
IN,3,2,4.0,1,0,0.0
IN,3,3,1.0,4,1,0.25
IN,3,3,2.0,13,5,0.38461538461538464
IN,3,3,3.0,2,2,1.0
IN,3,3,4.0,1,0,0.0
IN,3,4,1.0,2,0,0.0
IN,3,4,2.0,22,9,0.4090909090909091
IN,3,4,3.0,6,4,0.6666666666666666
IN,3,4,4.0,2,1,0.5
IN,3,5,1.0,3,2,0.6666666666666666
IN,3,5,2.0,19,4,0.21052631578947367
IN,3,5,3.0,3,2,0.6666666666666666
IN,3,5,4.0,1,1,1.0
IN,3,6,1.0,2,0,0.0
IN,3,6,2.0,11,2,0.18181818181818182
IN,3,6,3.0,6,0,0.0
IN,3,6,4.0,1,0,0.0
IN,3,7,1.0,1,0,0.0
IN,3,7,2.0,20,6,0.3
IN,3,7,3.0,4,4,1.0
IN,3,8,1.0,3,1,0.3333333333333333
IN,3,8,2.0,20,6,0.3
IN,3,8,3.0,2,0,0.0
IN,3,8,4.0,1,1,1.0
IN,3,9,1.0,2,1,0.5
IN,3,9,2.0,20,9,0.45
IN,3,9,3.0,1,1,1.0
IN,3,9,4.0,2,1,0.5
IN,3,10,1.0,3,1,0.3333333333333333
IN,3,10,2.0,16,5,0.3125
IN,3,10,3.0,3,0,0.0
IN,3,10,4.0,1,0,0.0
IN,3,11,1.0,3,1,0.3333333333333333
IN,3,11,2.0,18,10,0.5555555555555556
IN,3,11,3.0,5,1,0.2
IN,3,12,2.0,18,3,0.16666666666666666
IN,3,12,3.0,3,2,0.6666666666666666
IN,4,1,1.0,2,2,1.0
IN,4,1,2.0,20,7,0.35
IN,4,1,3.0,1,0,0.0
IN,4,2,1.0,3,0,0.0
IN,4,2,2.0,29,14,0.4827586206896552
IN,4,2,3.0,3,3,1.0
IN,4,3,1.0,7,2,0.2857142857142857
IN,4,3,2.0,14,8,0.5714285714285714
IN,4,3,3.0,5,1,0.2
IN,4,4,1.0,3,0,0.0
IN,4,4,2.0,11,6,0.5454545454545454
IN,4,4,3.0,3,0,0.0
IN,4,5,1.0,2,1,0.5
IN,4,5,2.0,21,5,0.23809523809523808
IN,4,5,3.0,1,0,0.0
IN,4,5,4.0,2,0,0.0
IN,4,6,1.0,4,1,0.25
IN,4,6,2.0,22,5,0.22727272727272727
IN,4,6,3.0,4,1,0.25
IN,4,7,1.0,3,0,0.0
IN,4,7,2.0,17,6,0.35294117647058826
IN,4,7,3.0,2,1,0.5
IN,4,7,4.0,1,1,1.0
IN,4,8,1.0,1,0,0.0
IN,4,8,2.0,11,7,0.6363636363636364
IN,4,8,3.0,4,0,0.0
IN,4,8,4.0,2,1,0.5
IN,4,9,1.0,1,0,0.0
IN,4,9,2.0,21,8,0.38095238095238093
IN,4,9,3.0,4,1,0.25
IN,4,10,1.0,1,0,0.0
IN,4,10,2.0,23,9,0.391304347826087
IN,4,10,3.0,7,1,0.14285714285714285
IN,4,11,1.0,1,0,0.0
IN,4,11,2.0,23,9,0.391304347826087
IN,4,11,3.0,1,0,0.0
IN,4,11,4.0,3,0,0.0
IN,4,12,1.0,4,1,0.25
IN,4,12,2.0,15,10,0.6666666666666666
IN,4,12,3.0,4,3,0.75
IN,5,1,1.0,6,0,0.0
IN,5,1,2.0,33,16,0.48484848484848486
IN,5,1,3.0,7,1,0.14285714285714285
IN,5,1,4.0,1,1,1.0
IN,5,2,1.0,3,1,0.3333333333333333
IN,5,2,2.0,32,18,0.5625
IN,5,2,3.0,5,2,0.4
IN,5,3,2.0,16,4,0.25
IN,5,3,3.0,4,0,0.0
IN,5,4,1.0,3,0,0.0
IN,5,4,2.0,25,8,0.32
IN,5,4,3.0,2,1,0.5
IN,5,5,1.0,2,1,0.5
IN,5,5,2.0,24,8,0.3333333333333333
IN,5,5,3.0,2,0,0.0
IN,5,5,4.0,1,0,0.0
IN,5,6,1.0,4,0,0.0
IN,5,6,2.0,19,5,0.2631578947368421
IN,5,6,3.0,6,2,0.3333333333333333
IN,5,7,1.0,3,1,0.3333333333333333
IN,5,7,2.0,27,11,0.4074074074074074
IN,5,7,3.0,1,0,0.0
IN,5,7,4.0,2,0,0.0
IN,5,8,1.0,6,3,0.5
IN,5,8,2.0,26,11,0.4230769230769231
IN,5,8,3.0,2,0,0.0
IN,5,8,4.0,1,0,0.0
IN,5,9,1.0,3,1,0.3333333333333333
IN,5,9,2.0,26,8,0.3076923076923077
IN,5,9,3.0,3,1,0.3333333333333333
IN,5,10,1.0,3,0,0.0
IN,5,10,2.0,26,12,0.46153846153846156
IN,5,10,3.0,5,0,0.0
IN,5,10,4.0,1,1,1.0
IN,5,11,1.0,2,1,0.5
IN,5,11,2.0,22,8,0.36363636363636365
IN,5,11,3.0,5,1,0.2
IN,5,11,4.0,1,1,1.0
IN,5,12,1.0,2,0,0.0
IN,5,12,2.0,17,11,0.6470588235294118
IN,5,12,3.0,2,0,0.0
IN,5,12,4.0,2,2,1.0
IN,6,1,1.0,7,3,0.42857142857142855
IN,6,1,2.0,43,29,0.6744186046511628
IN,6,1,3.0,2,1,0.5
IN,6,2,1.0,3,1,0.3333333333333333
IN,6,2,2.0,45,20,0.4444444444444444
IN,6,2,3.0,3,1,0.3333333333333333
IN,6,3,1.0,2,0,0.0
IN,6,3,2.0,40,24,0.6
IN,6,3,3.0,3,3,1.0
IN,6,3,4.0,2,1,0.5
IN,6,4,1.0,5,1,0.2
IN,6,4,2.0,28,13,0.4642857142857143
IN,6,4,3.0,4,0,0.0
IN,6,5,2.0,31,13,0.41935483870967744
IN,6,5,3.0,2,0,0.0
IN,6,6,1.0,3,3,1.0
IN,6,6,2.0,29,13,0.4482758620689655
IN,6,6,3.0,2,0,0.0
IN,6,6,4.0,2,1,0.5
IN,6,7,1.0,5,2,0.4
IN,6,7,2.0,32,14,0.4375
IN,6,7,3.0,5,2,0.4
IN,6,7,4.0,1,0,0.0
IN,6,8,1.0,2,0,0.0
IN,6,8,2.0,42,24,0.5714285714285714
IN,6,8,3.0,5,0,0.0
IN,6,9,1.0,3,1,0.3333333333333333
IN,6,9,2.0,42,27,0.6428571428571429
IN,6,9,3.0,2,0,0.0
IN,6,10,1.0,3,0,0.0
IN,6,10,2.0,33,20,0.6060606060606061
IN,6,10,3.0,2,0,0.0
IN,6,11,1.0,3,1,0.3333333333333333
IN,6,11,2.0,41,23,0.5609756097560976
IN,6,11,3.0,7,0,0.0
IN,6,11,4.0,2,0,0.0
IN,6,12,1.0,2,1,0.5
IN,6,12,2.0,39,23,0.5897435897435898
IN,6,12,3.0,4,0,0.0
IN,7,1,1.0,5,1,0.2
IN,7,1,2.0,61,37,0.6065573770491803
IN,7,1,3.0,4,1,0.25
IN,7,1,4.0,1,0,0.0
IN,7,2,1.0,3,1,0.3333333333333333
IN,7,2,2.0,56,32,0.5714285714285714
IN,7,3,1.0,3,0,0.0
IN,7,3,2.0,37,23,0.6216216216216216
IN,7,3,3.0,2,0,0.0
IN,7,4,1.0,4,1,0.25
IN,7,4,2.0,46,31,0.6739130434782609
IN,7,4,3.0,3,0,0.0
IN,7,4,4.0,2,2,1.0
IN,7,5,1.0,2,1,0.5
IN,7,5,2.0,37,18,0.4864864864864865
IN,7,5,4.0,4,1,0.25
IN,7,6,1.0,5,2,0.4
IN,7,6,2.0,40,20,0.5
IN,7,6,4.0,2,1,0.5
IN,7,7,1.0,3,2,0.6666666666666666
IN,7,7,2.0,40,18,0.45
IN,7,7,4.0,2,0,0.0
IN,7,8,1.0,5,3,0.6
IN,7,8,2.0,48,24,0.5
IN,7,8,3.0,1,0,0.0
IN,7,9,1.0,7,1,0.14285714285714285
IN,7,9,2.0,54,39,0.7222222222222222
IN,7,9,3.0,6,2,0.3333333333333333
IN,7,9,4.0,1,0,0.0
IN,7,10,1.0,2,2,1.0
IN,7,10,2.0,65,39,0.6
IN,7,10,3.0,3,0,0.0
IN,7,10,4.0,1,1,1.0
IN,7,11,2.0,40,16,0.4
IN,7,11,3.0,2,1,0.5
IN,7,12,1.0,4,2,0.5
IN,7,12,2.0,57,36,0.631578947368421
IN,7,12,3.0,6,1,0.16666666666666666
IN,8,1,1.0,2,1,0.5
IN,8,1,2.0,48,27,0.5625
IN,8,1,3.0,1,0,0.0
IN,8,2,1.0,4,4,1.0
IN,8,2,2.0,43,23,0.5348837209302325
IN,8,2,3.0,2,1,0.5
IN,8,3,1.0,1,0,0.0
IN,8,3,2.0,45,22,0.4888888888888889
IN,8,3,3.0,3,0,0.0
IN,8,3,4.0,2,0,0.0
IN,8,4,1.0,2,1,0.5
IN,8,4,2.0,48,31,0.6458333333333334
IN,8,4,3.0,5,3,0.6
IN,8,4,4.0,2,1,0.5
IN,8,5,1.0,3,0,0.0
IN,8,5,2.0,44,29,0.6590909090909091
IN,8,5,3.0,3,0,0.0
IN,8,5,4.0,2,1,0.5
IN,8,6,1.0,2,2,1.0
IN,8,6,2.0,41,19,0.4634146341463415
IN,8,6,3.0,2,0,0.0
IN,8,7,1.0,2,1,0.5
IN,8,7,2.0,51,26,0.5098039215686274
IN,8,8,1.0,2,2,1.0
IN,8,8,2.0,57,40,0.7017543859649122
IN,8,8,3.0,1,0,0.0
IN,8,8,4.0,1,0,0.0
IN,8,9,1.0,5,2,0.4
IN,8,9,2.0,49,38,0.7755102040816326
IN,8,9,3.0,4,2,0.5
IN,8,10,1.0,5,3,0.6
IN,8,10,2.0,45,27,0.6
IN,8,10,3.0,6,2,0.3333333333333333
IN,8,10,4.0,1,0,0.0
IN,8,11,1.0,4,1,0.25
IN,8,11,2.0,33,19,0.5757575757575758
IN,8,11,3.0,2,1,0.5
IN,8,11,4.0,1,0,0.0
IN,8,12,1.0,1,1,1.0
IN,8,12,2.0,36,22,0.6111111111111112
IN,8,12,3.0,4,1,0.25
IN,8,12,4.0,2,0,0.0
IN,9,1,2.0,30,14,0.4666666666666667
IN,9,1,3.0,3,0,0.0
IN,9,2,1.0,5,2,0.4
IN,9,2,2.0,34,18,0.5294117647058824
IN,9,2,3.0,4,1,0.25
IN,9,2,4.0,1,0,0.0
IN,9,3,1.0,3,1,0.3333333333333333
IN,9,3,2.0,28,10,0.35714285714285715
IN,9,3,3.0,7,1,0.14285714285714285
IN,9,3,4.0,3,0,0.0
IN,9,4,1.0,3,1,0.3333333333333333
IN,9,4,2.0,29,13,0.4482758620689655
IN,9,4,3.0,3,2,0.6666666666666666
IN,9,5,1.0,4,1,0.25
IN,9,5,2.0,29,9,0.3103448275862069
IN,9,5,3.0,2,1,0.5
IN,9,5,4.0,1,0,0.0
IN,9,6,1.0,4,1,0.25
IN,9,6,2.0,23,7,0.30434782608695654
IN,9,6,3.0,6,2,0.3333333333333333
IN,9,6,4.0,1,1,1.0
IN,9,7,1.0,3,0,0.0
IN,9,7,2.0,26,12,0.46153846153846156
IN,9,7,3.0,3,0,0.0
IN,9,8,1.0,2,0,0.0
IN,9,8,2.0,34,14,0.4117647058823529
IN,9,8,3.0,3,0,0.0
IN,9,9,1.0,4,0,0.0
IN,9,9,2.0,36,19,0.5277777777777778
IN,9,9,3.0,2,0,0.0
IN,9,9,4.0,1,1,1.0
IN,9,10,1.0,2,1,0.5
IN,9,10,2.0,26,13,0.5
IN,9,10,3.0,1,1,1.0
IN,9,10,4.0,1,0,0.0
IN,9,11,1.0,4,2,0.5
IN,9,11,2.0,31,12,0.3870967741935484
IN,9,11,3.0,5,1,0.2
IN,9,11,4.0,2,1,0.5
IN,9,12,1.0,4,0,0.0
IN,9,12,2.0,24,15,0.625
IN,9,12,3.0,2,1,0.5
IN,9,12,4.0,1,0,0.0
IN,10,1,2.0,25,15,0.6
IN,10,1,3.0,4,0,0.0
IN,10,1,4.0,1,0,0.0
IN,10,2,1.0,4,1,0.25
IN,10,2,2.0,35,15,0.42857142857142855
IN,10,2,3.0,3,0,0.0
IN,10,3,1.0,3,2,0.6666666666666666
IN,10,3,2.0,22,9,0.4090909090909091
IN,10,3,3.0,4,1,0.25
IN,10,3,4.0,1,0,0.0
IN,10,4,2.0,24,9,0.375
IN,10,4,3.0,6,3,0.5
IN,10,4,4.0,1,0,0.0
IN,10,5,1.0,3,2,0.6666666666666666
IN,10,5,2.0,22,7,0.3181818181818182
IN,10,5,3.0,1,0,0.0
IN,10,5,4.0,1,0,0.0
IN,10,6,1.0,4,4,1.0
IN,10,6,2.0,35,11,0.3142857142857143
IN,10,6,3.0,3,0,0.0
IN,10,6,4.0,1,0,0.0
IN,10,7,1.0,2,0,0.0
IN,10,7,2.0,24,14,0.5833333333333334
IN,10,7,3.0,5,1,0.2
IN,10,8,1.0,2,1,0.5
IN,10,8,2.0,27,16,0.5925925925925926
IN,10,8,3.0,5,1,0.2
IN,10,9,1.0,1,1,1.0
IN,10,9,2.0,34,18,0.5294117647058824
IN,10,9,3.0,4,1,0.25
IN,10,10,1.0,4,1,0.25
IN,10,10,2.0,26,17,0.6538461538461539
IN,10,10,3.0,6,1,0.16666666666666666
IN,10,10,4.0,1,0,0.0
IN,10,11,1.0,4,1,0.25
IN,10,11,2.0,34,11,0.3235294117647059
IN,10,11,3.0,6,4,0.6666666666666666
IN,10,11,4.0,1,0,0.0
IN,10,12,1.0,2,0,0.0
IN,10,12,2.0,21,13,0.6190476190476191
IN,10,12,3.0,5,1,0.2
IN,10,12,4.0,3,1,0.3333333333333333
IN,11,1,1.0,2,0,0.0
IN,11,1,2.0,24,13,0.5416666666666666
IN,11,1,3.0,5,1,0.2
IN,11,1,4.0,5,2,0.4
IN,11,2,1.0,2,0,0.0
IN,11,2,2.0,18,7,0.3888888888888889
IN,11,2,3.0,8,0,0.0
IN,11,3,1.0,1,0,0.0
IN,11,3,2.0,25,11,0.44
IN,11,3,3.0,5,2,0.4
IN,11,4,1.0,5,1,0.2
IN,11,4,2.0,25,9,0.36
IN,11,4,3.0,2,0,0.0
IN,11,5,1.0,4,0,0.0
IN,11,5,2.0,25,13,0.52
IN,11,5,3.0,2,0,0.0
IN,11,5,4.0,2,0,0.0
IN,11,6,1.0,3,0,0.0
IN,11,6,2.0,27,9,0.3333333333333333
IN,11,6,3.0,5,3,0.6
IN,11,6,4.0,1,0,0.0
IN,11,7,1.0,1,0,0.0
IN,11,7,2.0,26,19,0.7307692307692307
IN,11,7,3.0,3,0,0.0
IN,11,7,4.0,2,1,0.5
IN,11,8,2.0,27,10,0.37037037037037035
IN,11,8,3.0,2,1,0.5
IN,11,9,1.0,4,1,0.25
IN,11,9,2.0,20,11,0.55
IN,11,9,3.0,3,1,0.3333333333333333
IN,11,10,1.0,2,2,1.0
IN,11,10,2.0,32,22,0.6875
IN,11,10,3.0,4,1,0.25
IN,11,11,1.0,4,1,0.25
IN,11,11,2.0,25,10,0.4
IN,11,11,3.0,2,0,0.0
IN,11,11,4.0,2,0,0.0
IN,11,12,1.0,3,0,0.0
IN,11,12,2.0,22,9,0.4090909090909091
IN,11,12,3.0,2,0,0.0
IN,11,12,4.0,1,1,1.0
IN,12,1,1.0,2,1,0.5
IN,12,1,2.0,31,18,0.5806451612903226
IN,12,1,3.0,6,2,0.3333333333333333
IN,12,2,1.0,2,1,0.5
IN,12,2,2.0,24,10,0.4166666666666667
IN,12,2,3.0,5,1,0.2
IN,12,2,4.0,1,0,0.0
IN,12,3,1.0,3,2,0.6666666666666666
IN,12,3,2.0,24,10,0.4166666666666667
IN,12,3,3.0,3,1,0.3333333333333333
IN,12,3,4.0,1,0,0.0
IN,12,4,1.0,4,2,0.5
IN,12,4,2.0,24,9,0.375
IN,12,4,3.0,2,0,0.0
IN,12,4,4.0,1,0,0.0
IN,12,5,2.0,21,9,0.42857142857142855
IN,12,5,3.0,1,0,0.0
IN,12,6,1.0,2,0,0.0
IN,12,6,2.0,22,10,0.45454545454545453
IN,12,6,3.0,2,0,0.0
IN,12,7,2.0,37,17,0.4594594594594595
IN,12,7,3.0,2,1,0.5
IN,12,7,4.0,1,1,1.0
IN,12,8,1.0,2,0,0.0
IN,12,8,2.0,27,11,0.4074074074074074
IN,12,8,3.0,4,0,0.0
IN,12,8,4.0,1,1,1.0
IN,12,9,1.0,4,1,0.25
IN,12,9,2.0,29,13,0.4482758620689655
IN,12,9,3.0,4,1,0.25
IN,12,10,1.0,2,2,1.0
IN,12,10,2.0,36,19,0.5277777777777778
IN,12,10,3.0,3,3,1.0
IN,12,11,1.0,4,1,0.25
IN,12,11,2.0,19,7,0.3684210526315789
IN,12,11,3.0,6,2,0.3333333333333333
IN,12,11,4.0,2,0,0.0
IN,12,12,1.0,4,1,0.25
IN,12,12,2.0,19,7,0.3684210526315789
IN,12,12,3.0,2,1,0.5
IN,12,12,4.0,2,1,0.5
IN,13,1,2.0,25,9,0.36
IN,13,1,4.0,2,1,0.5
IN,13,2,1.0,2,0,0.0
IN,13,2,2.0,37,20,0.5405405405405406
IN,13,2,3.0,4,1,0.25
IN,13,3,1.0,2,0,0.0
IN,13,3,2.0,25,9,0.36
IN,13,3,3.0,3,0,0.0
IN,13,4,1.0,5,1,0.2
IN,13,4,2.0,23,7,0.30434782608695654
IN,13,4,3.0,1,0,0.0
IN,13,5,1.0,5,0,0.0
IN,13,5,2.0,29,13,0.4482758620689655
IN,13,5,3.0,5,0,0.0
IN,13,5,4.0,2,0,0.0
IN,13,6,1.0,3,0,0.0
IN,13,6,2.0,29,12,0.41379310344827586
IN,13,6,3.0,1,0,0.0
IN,13,7,1.0,2,0,0.0
IN,13,7,2.0,21,14,0.6666666666666666
IN,13,7,3.0,5,2,0.4
IN,13,8,1.0,4,0,0.0
IN,13,8,2.0,31,12,0.3870967741935484
IN,13,8,3.0,1,0,0.0
IN,13,8,4.0,2,0,0.0
IN,13,9,1.0,2,0,0.0
IN,13,9,2.0,23,10,0.43478260869565216
IN,13,9,3.0,4,0,0.0
IN,13,9,4.0,1,1,1.0
IN,13,10,1.0,2,1,0.5
IN,13,10,2.0,22,12,0.5454545454545454
IN,13,10,3.0,1,0,0.0
IN,13,10,4.0,1,0,0.0
IN,13,11,1.0,1,1,1.0
IN,13,11,2.0,23,11,0.4782608695652174
IN,13,11,3.0,5,3,0.6
IN,13,12,2.0,23,14,0.6086956521739131
IN,13,12,3.0,7,2,0.2857142857142857
IN,13,12,4.0,2,1,0.5
IN,14,1,2.0,21,11,0.5238095238095238
IN,14,1,3.0,1,0,0.0
IN,14,2,1.0,5,0,0.0
IN,14,2,2.0,27,12,0.4444444444444444
IN,14,2,3.0,4,1,0.25
IN,14,3,1.0,5,1,0.2
IN,14,3,2.0,26,10,0.38461538461538464
IN,14,3,3.0,1,0,0.0
IN,14,3,4.0,1,0,0.0
IN,14,4,1.0,1,0,0.0
IN,14,4,2.0,22,11,0.5
IN,14,4,3.0,1,0,0.0
IN,14,4,4.0,1,1,1.0
IN,14,5,1.0,2,1,0.5
IN,14,5,2.0,19,12,0.631578947368421
IN,14,5,3.0,1,0,0.0
IN,14,5,4.0,1,0,0.0
IN,14,6,1.0,6,3,0.5
IN,14,6,2.0,34,15,0.4411764705882353
IN,14,6,3.0,3,1,0.3333333333333333
IN,14,7,1.0,1,0,0.0
IN,14,7,2.0,24,10,0.4166666666666667
IN,14,7,3.0,1,0,0.0
IN,14,8,1.0,3,0,0.0
IN,14,8,2.0,18,8,0.4444444444444444
IN,14,8,3.0,5,2,0.4
IN,14,9,1.0,4,1,0.25
IN,14,9,2.0,26,15,0.5769230769230769
IN,14,9,3.0,3,1,0.3333333333333333
IN,14,9,4.0,2,1,0.5
IN,14,10,1.0,5,0,0.0
IN,14,10,2.0,41,21,0.5121951219512195
IN,14,10,3.0,4,2,0.5
IN,14,10,4.0,2,0,0.0
IN,14,11,1.0,3,3,1.0
IN,14,11,2.0,16,8,0.5
IN,14,11,3.0,3,1,0.3333333333333333
IN,14,12,1.0,8,3,0.375
IN,14,12,2.0,29,16,0.5517241379310345
IN,14,12,3.0,2,2,1.0
IN,15,1,1.0,6,1,0.16666666666666666
IN,15,1,2.0,25,13,0.52
IN,15,1,3.0,5,2,0.4
IN,15,1,4.0,1,1,1.0
IN,15,2,1.0,6,4,0.6666666666666666
IN,15,2,2.0,39,15,0.38461538461538464
IN,15,2,3.0,1,0,0.0
IN,15,2,4.0,1,0,0.0
IN,15,3,1.0,3,1,0.3333333333333333
IN,15,3,2.0,23,11,0.4782608695652174
IN,15,4,1.0,1,0,0.0
IN,15,4,2.0,22,13,0.5909090909090909
IN,15,4,3.0,2,0,0.0
IN,15,5,1.0,3,0,0.0
IN,15,5,2.0,26,11,0.4230769230769231
IN,15,5,3.0,1,1,1.0
IN,15,5,4.0,1,0,0.0
IN,15,6,1.0,3,0,0.0
IN,15,6,2.0,39,13,0.3333333333333333
IN,15,6,3.0,2,0,0.0
IN,15,6,4.0,1,1,1.0
IN,15,7,1.0,3,1,0.3333333333333333
IN,15,7,2.0,33,10,0.30303030303030304
IN,15,7,3.0,6,2,0.3333333333333333
IN,15,7,4.0,1,1,1.0
IN,15,8,1.0,6,2,0.3333333333333333
IN,15,8,2.0,28,17,0.6071428571428571
IN,15,8,3.0,2,0,0.0
IN,15,9,1.0,3,1,0.3333333333333333
IN,15,9,2.0,29,13,0.4482758620689655
IN,15,9,3.0,4,1,0.25
IN,15,9,4.0,2,0,0.0
IN,15,10,1.0,2,0,0.0
IN,15,10,2.0,39,22,0.5641025641025641
